quant_id,default_code,product_name,product_id,location_id,location,usage,lot_id,lot_name,package_id,owner_id,quantity,reserved_quantity,inventory_quantity,inventory_diff_quantity,company_id
13562,FG-PSS-TH-02001,ยาดมโป๊ยเซียนกล่อง 5 โหล ,8591,258,GMP/Stock/CODX SRC MU03-02,internal,7434,CODX-SEED-MU03-02-10463,,,,4.000000,0.000000,0.000000,1
13563,FG-PSS-TH-02001,ยาดมโป๊ยเซียนกล่อง 5 โหล ,8591,262,GMP/Stock/CODX SRC MU04-02,internal,7436,CODX-SEED-MU04-02-10467,,,,4.000000,0.000000,0.000000,1
13564,FG-PSS-TH-02001,ยาดมโป๊ยเซียนกล่อง 5 โหล ,8591,264,GMP/Stock/CODX SRC MU04-03,internal,7437,CODX-SEED-MU04-03-10469,,,,4.000000,0.000000,0.000000,1
13590,PK-BAG-PS-01004,ถุง PP ใส 9x14 บรรจุ 100 หลอด,8175,22,GMP/Stock/RM,internal,7543,UAT-TRPK-20260422-PK-BAG-PS-01004,,,50.000000,50.000000,0.000000,-50.000000,1
13587,PK-CAR-PS-02001,ลังลูกฟูก 5 ชั้น 100โหล สีครีมส่งนอก 31x39x58,8078,22,GMP/Stock/RM,internal,7540,UAT-TRPK-20260422-PK-CAR-PS-02001,,,1000.000000,1000.000000,0.000000,-1000.000000,1
8990,FG-PSS-PB-01001,Piggy Bank - Poysian,8035,199,GMP/Stock/RM/PL04/None,internal,,,,,0.000000,1680.000000,0.000000,0.000000,1
13669,FG-MTS-TW-02001,ยาดม Mark II ไต้หวัน สีชมพูสะท้อนแสง,8519,25,GMP/Stock/Semi,internal,7313,1234,,,99000.000000,0.000000,0.000000,-99000.000000,1
13700,FG-MTS-TW-02002,ยาดม Mark II ไต้หวัน สีม่วง,8520,25,GMP/Stock/Semi,internal,7360,0000027,,,1000.000000,0.000000,0.000000,-1000.000000,1
13701,FG-MTS-TW-02003,ยาดม Mark II ไต้หวัน สีชมพู,8521,25,GMP/Stock/Semi,internal,7359,0000026,,,1000.000000,0.000000,0.000000,-1000.000000,1
13702,FG-MTS-TW-02004,ยาดม Mark II ไต้หวัน สีฟ้า,8522,25,GMP/Stock/Semi,internal,7357,0000025,,,1000.000000,0.000000,0.000000,-1000.000000,1
13703,FG-MTS-TW-02005,ยาดม Mark II ไต้หวัน สีเหลือง,8523,25,GMP/Stock/Semi,internal,7356,0000024,,,1000.000000,0.000000,0.000000,-1000.000000,1
13704,FG-MTS-TW-02006,ยาดม Mark II ไต้หวัน สีเขียว,8524,25,GMP/Stock/Semi,internal,7318,1234,,,1722.807000,0.000000,0.000000,-1722.807000,1
13560,SM-MTS-TW-02001,ชิ้นส่วนยาดม MarkII Taiwan ตัวบน+ตัวกลาง,8266,25,GMP/Stock/Semi,internal,,,,,2000.000000,0.000000,0.000000,-2000.000000,1
13636,SM-MTS-TW-02001,ชิ้นส่วนยาดม MarkII Taiwan ตัวบน+ตัวกลาง,8266,26,GMP/Stock/Semi/พลาสติก,internal,7568,0000037,,,6000.000000,0.000000,0.000000,-6000.000000,1
13627,SM-MTS-TW-02002,ชิ้นส่วนยาดม MarkII Taiwan ตัวล่าง+หลอดน้ำ,8264,26,GMP/Stock/Semi/พลาสติก,internal,7566,0000035,,,4000.000000,0.000000,0.000000,-4000.000000,1
13675,SM-PLS-PU-02001,ชิ้นส่วนยาดมตัวอุดหลอดน้ำW02,8028,26,GMP/Stock/Semi/พลาสติก,internal,7569,0000038,,,7000.000000,0.000000,0.000000,-7000.000000,1
13681,SO-MTS-XX-01001,น้ำยา Mark II Solution,8181,27,GMP/Stock/Semi/โรงงานยา,internal,7572,BA00426,,,261.800000,6.905000,0.000000,-261.800000,1
13697,SO-PNS-XX-01001,น้ำยา PimSaen,8188,27,GMP/Stock/Semi/โรงงานยา,internal,7576,FB20260422,,,702.000000,0.000000,0.000000,-702.000000,1
13672,FG-MTS-TW-02001,ยาดม Mark II ไต้หวัน สีชมพูสะท้อนแสง,8519,176,GMP/Stock/คลังลอย,internal,7313,1234,,,1000.000000,1000.000000,0.000000,-1000.000000,1
13705,FG-MTS-TW-02002,ยาดม Mark II ไต้หวัน สีม่วง,8520,176,GMP/Stock/คลังลอย,internal,7360,0000027,,,1000.000000,0.000000,0.000000,-1000.000000,1
13706,FG-MTS-TW-02003,ยาดม Mark II ไต้หวัน สีชมพู,8521,176,GMP/Stock/คลังลอย,internal,7359,0000026,,,1000.000000,0.000000,0.000000,-1000.000000,1
13707,FG-MTS-TW-02004,ยาดม Mark II ไต้หวัน สีฟ้า,8522,176,GMP/Stock/คลังลอย,internal,7357,0000025,,,1000.000000,0.000000,0.000000,-1000.000000,1
13708,FG-MTS-TW-02005,ยาดม Mark II ไต้หวัน สีเหลือง,8523,176,GMP/Stock/คลังลอย,internal,7356,0000024,,,1000.000000,0.000000,0.000000,-1000.000000,1
13709,FG-MTS-TW-02006,ยาดม Mark II ไต้หวัน สีเขียว,8524,176,GMP/Stock/คลังลอย,internal,7318,1234,,,277.193000,0.000000,0.000000,-277.193000,1
13699,FG-MTS-TW-02006,ยาดม Mark II ไต้หวัน สีเขียว,8524,176,GMP/Stock/คลังลอย,internal,7570,TW00126,,,722.807000,0.000000,0.000000,-722.807000,1
13535,PK-BAG-PS-01004,ถุง PP ใส 9x14 บรรจุ 100 หลอด,8175,176,GMP/Stock/คลังลอย,internal,,,,,10.000000,0.000000,0.000000,-10.000000,1
13595,PK-BAG-PS-01004,ถุง PP ใส 9x14 บรรจุ 100 หลอด,8175,176,GMP/Stock/คลังลอย,internal,7548,UAT-MO-KL-20260422-PK-BAG-PS-01004,,,50.000000,50.000000,0.000000,-50.000000,1
13531,PK-CAR-PS-02001,ลังลูกฟูก 5 ชั้น 100โหล สีครีมส่งนอก 31x39x58,8078,176,GMP/Stock/คลังลอย,internal,,,,,200.000000,0.000000,0.000000,-200.000000,1
13591,PK-CAR-PS-02001,ลังลูกฟูก 5 ชั้น 100โหล สีครีมส่งนอก 31x39x58,8078,176,GMP/Stock/คลังลอย,internal,7544,UAT-MO-KL-20260422-PK-CAR-PS-02001,,,1000.000000,1000.000000,0.000000,-1000.000000,1
13532,RM-FIL-PS-01002,ก้นกรอง,8083,176,GMP/Stock/คลังลอย,internal,,,,,1200.000000,0.000000,0.000000,-1200.000000,1
13592,RM-FIL-PS-01002,ก้นกรอง,8083,176,GMP/Stock/คลังลอย,internal,7545,UAT-MO-KL-20260422-RM-FIL-PS-01002,,,6000.000000,6000.000000,0.000000,-6000.000000,1
13632,RM-FIL-PS-01004,ก้นกรองชุบน้ำยา PS,8573,176,GMP/Stock/คลังลอย,internal,7324,0000016,,,219277.190000,1277.190000,0.000000,-219277.190000,1
13534,RM-HTF-TW-00001,ฉลาก HTF MarkII ไต้หวัน ตัวบน,8138,176,GMP/Stock/คลังลอย,internal,,,,,1200.000000,0.000000,0.000000,-1200.000000,1
13594,RM-HTF-TW-00001,ฉลาก HTF MarkII ไต้หวัน ตัวบน,8138,176,GMP/Stock/คลังลอย,internal,7547,UAT-MO-KL-20260422-RM-HTF-TW-00001,,,6000.000000,6000.000000,0.000000,-6000.000000,1
13533,RM-HTF-TW-00002,ฉลาก HTF MarkII ไต้หวัน ตัวล่าง,8133,176,GMP/Stock/คลังลอย,internal,,,,,1200.000000,0.000000,0.000000,-1200.000000,1
13593,RM-HTF-TW-00002,ฉลาก HTF MarkII ไต้หวัน ตัวล่าง,8133,176,GMP/Stock/คลังลอย,internal,7546,UAT-MO-KL-20260422-RM-HTF-TW-00002,,,6000.000000,6000.000000,0.000000,-6000.000000,1
13539,RM-MBS-BU-00001,สีผสมพลาสติก สีน้ำเงิน,8344,176,GMP/Stock/คลังลอย,internal,,,,,0.002700,0.000000,0.000000,-0.002700,1
13599,RM-MBS-BU-00001,สีผสมพลาสติก สีน้ำเงิน,8344,176,GMP/Stock/คลังลอย,internal,7552,UAT-MO-KL-20260422-RM-MBS-BU-00001,,,0.013500,0.013500,0.000000,-0.013500,1
13541,RM-MBS-GR-00001,สีผสมพลาสติก สีเขียว,8346,176,GMP/Stock/คลังลอย,internal,,,,,0.002700,0.000000,0.000000,-0.002700,1
13601,RM-MBS-GR-00001,สีผสมพลาสติก สีเขียว,8346,176,GMP/Stock/คลังลอย,internal,7554,UAT-MO-KL-20260422-RM-MBS-GR-00001,,,0.013500,0.013500,0.000000,-0.013500,1
13537,RM-MBS-PK-00001,สีผสมพลาสติก สีชมพูสะท้อนแสง,8342,176,GMP/Stock/คลังลอย,internal,,,,,0.005600,0.000000,0.000000,-0.005600,1
13597,RM-MBS-PK-00001,สีผสมพลาสติก สีชมพูสะท้อนแสง,8342,176,GMP/Stock/คลังลอย,internal,7550,UAT-MO-KL-20260422-RM-MBS-PK-00001,,,0.028000,0.028000,0.000000,-0.028000,1
13538,RM-MBS-PK-00002,สีผสมพลาสติก สีชมพูเข้ม,8343,176,GMP/Stock/คลังลอย,internal,,,,,0.002700,0.000000,0.000000,-0.002700,1
13598,RM-MBS-PK-00002,สีผสมพลาสติก สีชมพูเข้ม,8343,176,GMP/Stock/คลังลอย,internal,7551,UAT-MO-KL-20260422-RM-MBS-PK-00002,,,0.013500,0.013500,0.000000,-0.013500,1
13540,RM-MBS-VL-00001,สีผสมพลาสติก สีม่วง,8345,176,GMP/Stock/คลังลอย,internal,,,,,0.002700,0.000000,0.000000,-0.002700,1
13600,RM-MBS-VL-00001,สีผสมพลาสติก สีม่วง,8345,176,GMP/Stock/คลังลอย,internal,7553,UAT-MO-KL-20260422-RM-MBS-VL-00001,,,0.013500,0.013500,0.000000,-0.013500,1
13536,RM-MBS-WH-00001,สีผสมพลาสติก สีขาว,8341,176,GMP/Stock/คลังลอย,internal,,,,,0.239619,0.000000,0.000000,-0.239619,1
13596,RM-MBS-WH-00001,สีผสมพลาสติก สีขาว,8341,176,GMP/Stock/คลังลอย,internal,7549,UAT-MO-KL-20260422-RM-MBS-WH-00001,,,1.198093,1.198093,0.000000,-1.198093,1
13542,RM-MBS-YL-00001,สีผสมพลาสติก สีเหลือง,8347,176,GMP/Stock/คลังลอย,internal,,,,,0.002700,0.000000,0.000000,-0.002700,1
13602,RM-MBS-YL-00001,สีผสมพลาสติก สีเหลือง,8347,176,GMP/Stock/คลังลอย,internal,7555,UAT-MO-KL-20260422-RM-MBS-YL-00001,,,0.013500,0.013500,0.000000,-0.013500,1
13543,RM-PLA-PP-00001,เม็ดพลาสติก HP648N 750KG,8363,176,GMP/Stock/คลังลอย,internal,,,,,6.357801,0.000000,0.000000,-6.357801,1
13603,RM-PLA-PP-00001,เม็ดพลาสติก HP648N 750KG,8363,176,GMP/Stock/คลังลอย,internal,7556,UAT-MO-KL-20260422-RM-PLA-PP-00001,,,31.789006,31.789006,0.000000,-31.789006,1
13544,RM-PLA-PP-00002,เม็ดพลาสติก RP348N 750Kg,8364,176,GMP/Stock/คลังลอย,internal,,,,,0.178000,0.000000,0.000000,-0.178000,1
13604,RM-PLA-PP-00002,เม็ดพลาสติก RP348N 750Kg,8364,176,GMP/Stock/คลังลอย,internal,7557,UAT-MO-KL-20260422-RM-PLA-PP-00002,,,6.840000,6.840000,0.000000,-6.840000,1
13630,SM-JOI-GN-01001,ตัวต่อสี W02 เขียว,8302,176,GMP/Stock/คลังลอย,internal,6934,20251101,,,199277.190000,0.000000,0.000000,-199277.190000,1
13581,SM-MTS-TW-02001,ชิ้นส่วนยาดม MarkII Taiwan ตัวบน+ตัวกลาง,8266,176,GMP/Stock/คลังลอย,internal,7538,UAT-TRPL-20260422-SM-MTS-TW-02001,,,9182.440000,5000.000000,0.000000,-9182.440000,1
13582,SM-MTS-TW-02002,ชิ้นส่วนยาดม MarkII Taiwan ตัวล่าง+หลอดน้ำ,8264,176,GMP/Stock/คลังลอย,internal,7536,UAT-TRPL-20260422-SM-MTS-TW-02002,,,11277.190000,5000.000000,0.000000,-11277.190000,1
13574,SM-MTS-TW-03001,ชิ้นส่วนยาดม MarkII Taiwan ตัวบน,8265,176,GMP/Stock/คลังลอย,internal,7537,UAT-TRPL-20260422-SM-MTS-TW-03001,,,1000.000000,0.000000,0.000000,-1000.000000,1
13576,SM-MTS-TW-03002,ชิ้นส่วนยาดม MarkII Taiwan ตัวล่าง,8263,176,GMP/Stock/คลังลอย,internal,7535,UAT-TRPL-20260422-SM-MTS-TW-03002,,,3000.000000,0.000000,0.000000,-3000.000000,1
13580,SM-PLS-LO-02001,ชิ้นส่วนยาดมตัวล่างW02,8026,176,GMP/Stock/คลังลอย,internal,7531,UAT-TRPL-20260422-SM-PLS-LO-02001,,,12000.000000,7000.000000,0.000000,-12000.000000,1
13575,SM-PLS-MI-02001,ชิ้นส่วนยาดมตัวกลางW02,8320,176,GMP/Stock/คลังลอย,internal,7539,UAT-TRPL-20260422-SM-PLS-MI-02001,,,1000.000000,0.000000,0.000000,-1000.000000,1
13578,SM-PLS-PU-02001,ชิ้นส่วนยาดมตัวอุดหลอดน้ำW02,8028,176,GMP/Stock/คลังลอย,internal,7532,UAT-TRPL-20260422-SM-PLS-PU-02001,,,3000.000000,0.000000,0.000000,-3000.000000,1
13577,SM-PLS-TU-02001,ชิ้นส่วนยาดมหลอดน้ำW02,8030,176,GMP/Stock/คลังลอย,internal,7533,UAT-TRPL-20260422-SM-PLS-TU-02001,,,3000.000000,0.000000,0.000000,-3000.000000,1
13579,SM-PLS-UP-02001,ชิ้นส่วนยาดมตัวบน W02,8032,176,GMP/Stock/คลังลอย,internal,7534,UAT-TRPL-20260422-SM-PLS-UP-02001,,,12000.000000,7000.000000,0.000000,-12000.000000,1
13637,SO-MTS-XX-01001,น้ำยา Mark II Solution,8181,176,GMP/Stock/คลังลอย,internal,7361,0000028,,,199.204900,0.000000,0.000000,-199.204900,1
13698,SO-MTS-XX-01001,น้ำยา Mark II Solution,8181,176,GMP/Stock/คลังลอย,internal,7572,BA00426,,,13.200000,6.904900,0.000000,-13.200000,1
13545,,น้ำยาสำหรับผลิต Ps Inhaler (A),8643,176,GMP/Stock/คลังลอย,internal,,,,,0.960000,0.000000,0.000000,-0.960000,1
13546,,น้ำยาสำหรับผลิต Ps Inhaler (B),8644,176,GMP/Stock/คลังลอย,internal,,,,,0.960000,0.000000,0.000000,-0.960000,1
13547,,น้ำยาสำหรับผลิต Ps Inhaler (C),8645,176,GMP/Stock/คลังลอย,internal,,,,,0.960000,0.000000,0.000000,-0.960000,1
13548,,น้ำยาสำหรับผลิต Ps Inhaler (D),8646,176,GMP/Stock/คลังลอย,internal,,,,,0.960000,0.000000,0.000000,-0.960000,1
13549,,น้ำยา Mark II Solution (A),8674,176,GMP/Stock/คลังลอย,internal,,,,,1.320000,1.320000,0.000000,-1.320000,1
13550,,น้ำยา Mark II Solution (C),8692,176,GMP/Stock/คลังลอย,internal,,,,,1.320000,1.320000,0.000000,-1.320000,1
13551,,น้ำยา Mark II Solution (B),8694,176,GMP/Stock/คลังลอย,internal,,,,,1.320000,1.320000,0.000000,-1.320000,1
13552,,น้ำยา Mark II Solution (D),8697,176,GMP/Stock/คลังลอย,internal,,,,,1.320000,1.320000,0.000000,-1.320000,1
13605,,น้ำยาสำหรับผลิต Ps Inhaler (A),8643,176,GMP/Stock/คลังลอย,internal,7558,UAT-MO-KL-20260422-8643,,,4.800000,4.800000,0.000000,-4.800000,1
13606,,น้ำยาสำหรับผลิต Ps Inhaler (B),8644,176,GMP/Stock/คลังลอย,internal,7559,UAT-MO-KL-20260422-8644,,,4.800000,4.800000,0.000000,-4.800000,1
13607,,น้ำยาสำหรับผลิต Ps Inhaler (C),8645,176,GMP/Stock/คลังลอย,internal,7560,UAT-MO-KL-20260422-8645,,,4.800000,4.800000,0.000000,-4.800000,1
13608,,น้ำยาสำหรับผลิต Ps Inhaler (D),8646,176,GMP/Stock/คลังลอย,internal,7561,UAT-MO-KL-20260422-8646,,,4.800000,4.800000,0.000000,-4.800000,1
13609,,น้ำยา Mark II Solution (A),8674,176,GMP/Stock/คลังลอย,internal,7562,UAT-MO-KL-20260422-8674,,,725.000000,0.000000,0.000000,-725.000000,1
13610,,น้ำยา Mark II Solution (C),8692,176,GMP/Stock/คลังลอย,internal,7563,UAT-MO-KL-20260422-8692,,,1725.000000,0.000000,0.000000,-1725.000000,1
13611,,น้ำยา Mark II Solution (B),8694,176,GMP/Stock/คลังลอย,internal,7564,UAT-MO-KL-20260422-8694,,,1725.000000,0.000000,0.000000,-1725.000000,1
13612,,น้ำยา Mark II Solution (D),8697,176,GMP/Stock/คลังลอย,internal,7565,UAT-MO-KL-20260422-8697,,,1725.000000,0.000000,0.000000,-1725.000000,1
13683,,น้ำยาสำหรับผลิต PimSaen (A),8647,176,GMP/Stock/คลังลอย,internal,7573,TEST2026,,,2300.000000,0.000000,0.000000,-2300.000000,1
13685,,น้ำยาสำหรับผลิต PimSaen (B),8702,176,GMP/Stock/คลังลอย,internal,7574,TEST2026,,,1300.000000,0.000000,0.000000,-1300.000000,1
13687,,น้ำยาสำหรับผลิต PimSaen (C),8695,176,GMP/Stock/คลังลอย,internal,7575,TEST2026,,,1500.000000,0.000000,0.000000,-1500.000000,1
13613,RM-HTF-TW-00001,ฉลาก HTF MarkII ไต้หวัน ตัวบน,8138,226,GMP/Stock/คลังลอย/RM/โรงงานยา,internal,7542,UAT-TRPK-20260422-RM-HTF-TW-00001,,,12000.000000,7000.000000,0.000000,-12000.000000,1
13614,RM-HTF-TW-00002,ฉลาก HTF MarkII ไต้หวัน ตัวล่าง,8133,226,GMP/Stock/คลังลอย/RM/โรงงานยา,internal,7541,UAT-TRPK-20260422-RM-HTF-TW-00002,,,12000.000000,7000.000000,0.000000,-12000.000000,1
11876,FG-PSS-TH-01002,Poy-Sian Brand Mark II Inhaler  (Thai Label) 10*6 (5dz)( Each carton contains 20 units ),8215,36,M-WH/Stock/CARSALEU1,internal,7242,AA00526,,,0.000000,2.000000,0.000000,0.000000,1
11636,FG-PSS-TH-01002,Poy-Sian Brand Mark II Inhaler  (Thai Label) 10*6 (5dz)( Each carton contains 20 units ),8215,37,M-WH/Stock/CARSALEU2,internal,7234,AA00326,,,0.000000,3.000000,0.000000,0.000000,1
11903,FG-PSS-TH-01001,ยาดมโป๊ยเซียน (1x6) แผง,8223,41,M-WH/Stock/CARSALEU6,internal,7241,AA00526,,,0.000000,28.000000,0.000000,0.000000,1
